id2,price_ran
d12219123,
d10107178,$
d5439172,
d10862809,$$ - $$$
d8449736,$$ - $$$
d12124313,$$ - $$$
d2299383,
d11849043,$
d12626892,$
d7097343,
d5864074,
d4942699,
d10027603,
d7967312,
d5994252,$
d11808094,
d12166429,
d9814847,$
d10517095,$
d787860,$$ - $$$
d7303419,
d4918936,
d4411708,
d997707,
d13172244,$
d6782118,$
d10077907,$$ - $$$
d3255215,$$ - $$$
d12624533,$$ - $$$
d10757796,$$ - $$$
d12069548,
d8646129,$
d7595921,$
d2270635,$$ - $$$
d12825112,$
d5999120,$
d4475055,
d10345125,$$ - $$$
d7379343,
d10859982,$
d8297603,$
d10628232,$
d11903522,
d8297656,$
d997318,
d1331456,
d12658748,
d10339094,$$ - $$$
d11917794,$
d5122254,
d13149605,
d6612529,
d1035292,
d12681305,
d5815712,
d3846898,
d11639553,
d12106062,
d10284451,$$$$
d8638207,$
d8068470,
d1199811,
d10140450,
d12610395,$$ - $$$
d12895283,
d4814736,$$ - $$$
d9752019,$
d5858135,$$ - $$$
d8096899,
d12414954,$$ - $$$
d7747758,$
d10813678,$$ - $$$
d7136275,
d5484324,$
d1961742,
d4756384,$$ - $$$
d12686213,
d8741635,
d13298310,$$ - $$$
d1773677,
d1039336,
d11978542,$
d10818101,$$ - $$$
d8813458,$
d11694124,$$ - $$$
d8009095,$
d1346381,
d8795145,$$ - $$$
d4736578,$$ - $$$
d12685528,
d5958902,$
d696466,$$ - $$$
d2623559,
d10094682,$
d12546818,
d4867848,
d8826603,$
d12956304,
d12954707,
d8142556,$
d11931652,$$ - $$$
d12322297,$
d12662668,$$ - $$$
d2281169,
d983729,$
d1739079,
d9777892,$
d7056035,
d6155961,$$ - $$$
d3192111,$$ - $$$
d4769119,
d12541071,$$ - $$$
d13297130,
d10057094,$$ - $$$
d13125004,
d8746354,$$ - $$$
d10039420,$
d5491214,
d5615652,$$ - $$$
d12896074,
d7953641,
d6616359,
d12237533,$$ - $$$
d5798049,
d12049916,$
d12238866,
d12485129,$$ - $$$
d5814521,
d12558035,$$ - $$$
d4769032,
d8339928,
d4769024,$
d5122253,
d12111212,
d7696931,
d8553497,$$ - $$$
d7002384,
d5122196,
d3318617,
d10757828,$$ - $$$
d8511126,$$ - $$$
d8411341,$
d5863976,
d8338341,
d12330256,$
d5489774,
d6385497,$
d5779903,
d13221221,$$ - $$$
d5786840,$
d7124138,$$ - $$$
d4208233,
d3213742,
d7277848,
d12209906,$$ - $$$
d5489006,
d8119426,
d1127569,
d12320533,
d5767984,
d3334574,
d817127,
d5616673,
d5890760,$$ - $$$
d12688891,$$ - $$$
d10056325,$
d13197190,$$ - $$$
d2020466,
d6706487,$$ - $$$
d13329010,$$ - $$$
d8178565,$$ - $$$
d12860798,
d8340160,$$ - $$$
d7893348,
d1064955,
d8339926,
d7355765,$$ - $$$
d3932299,
d2370693,
d5816787,$$ - $$$
d10176590,
d7622301,
d4570302,$$ - $$$
d10252555,$$ - $$$
d6915962,
d7719971,
d5527251,
d983834,
d8867655,$$ - $$$
d4762298,$
d1335349,$$ - $$$
d5871029,$
d12670270,
d13292592,
d8747182,
d8796301,$$ - $$$
d6780498,
d12982847,$$ - $$$
d1478390,$
d11957174,
d12675937,$$ - $$$
d5122912,
d7895967,$$ - $$$
d6413462,
d5975762,$$ - $$$
d9785381,$
d3545873,
d8705042,
d5788990,
d8708371,$
d1044135,
d4092490,$
d6673156,
d3850010,$$ - $$$
d8733614,
d8339962,$
d7314391,
d12459332,
d7145743,
d10281901,
d7991725,$
d2142583,$$ - $$$
d1322139,$
d986238,
d11653107,$$ - $$$
d12209805,$$ - $$$
d7599091,
d7398367,$
d5496874,$$ - $$$
d6394921,
d2075685,$$ - $$$
d7123995,
d4596123,
d8845739,$
d8437495,$$ - $$$
d12460072,$$ - $$$
d4450747,
d8596033,
d5529011,
d9770053,$$ - $$$
d2043034,
d3968271,
d7123720,$
d742368,
d11711683,
d3368242,
d11812614,
d4925026,$
d2615757,
d6751367,$$ - $$$
d10844696,$$ - $$$
d12396335,
d11621572,
d4413366,$
d5799079,
d10028952,$$ - $$$
d5606331,$
d8803985,
d2204925,$
d4844269,
d7254872,$$ - $$$
d6848557,$
d5860201,$
d7341129,$
d10628680,$
d7761837,$$ - $$$
d4769905,
d5800286,$
d10779520,
d12736481,$
d1977885,$$ - $$$
d10792252,$$ - $$$
d8598311,
d5960915,$$ - $$$
d7141193,
d10063438,$$ - $$$
d8419837,$$$$
d10745314,
d991478,$$ - $$$
d10620494,$$ - $$$
d12433596,$
d6637445,
d6477645,$
d11873684,$
d13289545,$$ - $$$
d6976249,$$ - $$$
d11498264,
d6856586,
d11714897,
d10824718,
d10547286,
d3560621,
d6596332,
d13132511,
d7854142,$
d7721216,
d8361179,$
d7719111,
d12453841,$$ - $$$
d3589443,
d12407731,$
d4768064,$$ - $$$
d8073799,
d12790553,
d9779749,$$$$
d5976755,
d1358389,
d12318196,
d5986431,
d12946550,$$ - $$$
d4871871,
d11847315,
d4781767,
d4886045,$$ - $$$
d9742099,$
d10031135,
d4769995,
d8153020,$$ - $$$
d5608986,$$ - $$$
d13076001,$$ - $$$
d6405123,
d5570780,$$ - $$$
d4844365,$$ - $$$
d7789647,
d10240125,
d6852267,$$ - $$$
d9849854,
d3935072,
d10026279,$$ - $$$
d5932473,
d11906300,
d9824750,$$ - $$$
d4811965,
d1025102,
d10335404,
d5531189,
d6962258,$$ - $$$
d8428726,
d5936110,
d10594861,$$ - $$$
d7799425,$
d1357540,
d1139045,
d12128414,
d3474536,
d9806573,
d6750635,
d7992434,
d8710271,
d12839566,
d5122017,
d8403773,$$ - $$$
d7906421,
d6918160,
d12202205,
d8051923,$
d10525104,$
d5593327,$$ - $$$
d1332252,
d4736583,
d2185919,
d10091126,$$ - $$$
d7626335,
d8731418,$$ - $$$
d2147954,
d8447862,
d7387670,
d1038927,
d3984210,
d7103122,
d6490164,
d8773444,$$ - $$$
d7589391,$$ - $$$
d897153,$$ - $$$
d8657201,
d7123450,
d11885302,$$ - $$$
d6963310,$$ - $$$
d6419534,$$ - $$$
d4910536,
d9711626,
d10628468,
d12334550,
d5487502,
d1053279,$$ - $$$
d3237375,
d4769886,
d10004154,$$ - $$$
d1050697,
d697430,$
d5788038,
d4041097,
d7303629,
d9776800,
d12534553,
d6853141,$
d7898991,
d10518989,$$ - $$$
d11992738,
d998029,
d12600421,
d4104485,
d5616316,
d1501200,
d10400030,
d9803793,
d1039557,
d3497956,
d3188806,$
d2196565,
d8651200,
d5796125,$
d4150017,
d11800835,$
d5779772,
d5243135,$$ - $$$
d12006211,$$ - $$$
d8755395,$$ - $$$
d7598047,$
d1580627,$$ - $$$
d1059432,
d12276808,
d998017,$
d13037295,$
d8339116,$$ - $$$
d13416641,
d5616859,
d719917,
d7124276,
d9714267,$$ - $$$
d5889271,$
d4054158,$$ - $$$
d2006091,
d10427386,$
d1044600,
d13008894,$$ - $$$
d6695219,$$$$
d1420123,$$ - $$$
d4910006,
d7045423,
d7617593,
d11604127,
d7057120,$
d7289526,
d8291222,$$$$
d11180444,$$ - $$$
d10834914,
d3530192,
d11849037,
d10382095,
d10790418,$$ - $$$
d7991074,
d10766955,$
d7342170,$$ - $$$
d5048797,
d7309072,$$ - $$$
d1358698,
d10636375,$$ - $$$
d6920800,$$ - $$$
d6872907,$
d1044500,
d5790605,
d11749210,$$ - $$$
d11838852,$
d11746173,$
d7387640,
d12658197,
d5530948,$
d9699128,
d4759379,
d5980467,
d8379570,$
d5810004,$
d4365599,$$ - $$$
d12675392,$$ - $$$
d11854547,
d5977712,$
d8068602,
d12149997,
d753822,
d6418844,
d1341336,$
d12235071,$
d5220322,$$ - $$$
d2623222,
d10755704,$
d12562315,
d12374022,
d4510033,$$ - $$$
d12141969,$
d7361030,
d12839345,$
d1114210,$$ - $$$
d6846500,$$ - $$$
d3709102,$$ - $$$
d8813086,
d11837483,
d5443391,
d3971982,$$ - $$$
d4468021,
d5863041,
d945540,$$ - $$$
d9584275,$$ - $$$
d4567324,
d5959172,$$ - $$$
d2264304,
d696925,$
d8644711,$$ - $$$
d12319729,$$ - $$$
d7817530,
d5614315,$$ - $$$
d10302261,$$ - $$$
d12964169,$$ - $$$
d10769948,$
d10802112,
d10607343,$$ - $$$
d8602388,$$ - $$$
d5870511,$
d12376518,$$ - $$$
d10548301,
d5977727,$$ - $$$
d10147007,$
d12951895,
d5506840,
d12295661,
d12675476,$
d12969468,$
d10109188,
d12287300,$$ - $$$
d5799573,
d9878848,$$ - $$$
d10038001,$
d2083086,
d7258758,$$ - $$$
d8852593,$$$$
d4606054,
d4133820,
d2465744,
d7274059,
d8821376,
d11671415,$
d7035214,
d10389521,$
d10895069,
d8596535,$$ - $$$
d5788013,$$ - $$$
d10478328,
d5259712,$
d5814255,$
d8684582,
d2282763,
d5809281,$
d12082524,$$ - $$$
d8811086,
d5798922,
d9597167,$$ - $$$
d5448010,
d10057978,
d3427283,
d3389799,
d5816314,
d8607095,$$ - $$$
d6439181,
d5798768,$
d8510349,
d10346869,$
d10048299,$$ - $$$
d9819522,
d12638000,$
d12151589,
d11905556,$
d5776155,
d12300629,$$ - $$$
d11510376,
d5848484,$$ - $$$
d8339602,$
d795556,$$ - $$$
d8813965,
d5430553,
d4768961,
d9782870,$$ - $$$
d10664983,
d964381,
d4054144,
d5768299,$
d11802003,$
d8015661,
d12595491,
d6680318,$$ - $$$
d4491709,$$ - $$$
d12875848,$
d12318209,$$ - $$$
d10205490,
d1827749,$
d4059934,
d6636534,
d12071943,
d11866884,$
d966317,
d7606803,
d8297197,$
d1337404,$$ - $$$
d8340829,
d8407965,$
d8621844,$$ - $$$
d12553148,$$ - $$$
d12951652,
d10475643,
d1039168,
d6511080,$$ - $$$
d4737290,
d11662567,$$ - $$$
d1343442,
d2446721,
d740048,
d5518431,
d7885568,$$ - $$$
d12710930,$$ - $$$
d8368489,$
d6539425,
d10794456,
d7751487,
d5489885,
d4083863,
d8805366,$
d6377039,$$ - $$$
d8751999,$$ - $$$
d8601866,$
d3158774,
d806471,
d3535472,
d7256070,$$ - $$$
d9765753,
d11549341,$
d10211862,
d7123966,
d1788601,
d2287790,
d5979703,
d8606393,$
d10543962,
d12658432,$$ - $$$
d8519810,
d12286848,$$ - $$$
d6123515,
d6404113,$
d4767546,
d9772105,$
d7994414,$$ - $$$
d1044931,
d12339930,
d10175696,
d8871018,
d4770231,
d12347294,$$ - $$$
d7123982,
d8730782,
d7797340,
d7995084,
d10389385,$$ - $$$
d6882367,
d12387559,$
d13351280,$
d5864235,$$ - $$$
d1018271,$$ - $$$
d4861096,$
d12447458,
d1104469,
d1358502,
d5312530,
d10371577,$
d13164397,$$ - $$$
d5890140,$$ - $$$
d10433257,
d3958349,$$ - $$$
d11306058,
d5796901,$$ - $$$
d7322279,
d12681270,$$ - $$$
d12568459,
d6821749,
d11894224,
d8525409,
d8652731,$$ - $$$
d10100793,$
d2042149,
d13322859,
d11824466,
d8668122,
d8297514,$
d11920985,$$ - $$$
d1495939,
d1067494,
d7124143,
d5850176,$$ - $$$
d5890838,$$ - $$$
d11833056,$$ - $$$
d8125423,
d12145157,$$ - $$$
d10887954,
d12162255,
d12338500,
d3691249,$$ - $$$
d5220444,
d7721024,
d10034449,
d8786143,$
d3686975,
d12318961,$$ - $$$
d8297885,
d5797410,$$ - $$$
d10319682,$
d11962859,
d7370685,$$ - $$$
d10370438,$$ - $$$
d5795965,$$ - $$$
d10677160,$
d8511259,$$ - $$$
d7779387,
d5889347,
d7341916,
d10145927,
d3317055,
d991157,$$ - $$$
d10506799,$$ - $$$
d7047612,$
d11947650,$
d8672872,
d10134558,
d9597926,$
d4041042,
d13091971,
d12452365,
d991402,$$ - $$$
d2414442,
d12321215,$$ - $$$
d3953347,$$ - $$$
d12614118,
d1337010,$$ - $$$
d1336783,$$ - $$$
d3612611,
d10525289,$
d10838358,
d3324584,
d8523489,$
d991347,
d12328261,
d5526691,$
d7274414,
d6576966,$
d6706853,$
d3986064,
d10777665,
d753113,$$ - $$$
d3398307,
d1023484,
d8139090,
d5864189,
d7660569,
d8068560,$$ - $$$
d12818846,
d2149259,
d718338,$
d3902678,
d4149158,$$ - $$$
d8374592,$
d7302948,
d7395772,
d1221094,$
d12460012,
d10106916,
d11712464,
d12885165,
d12170614,
d9770016,
d5815787,
d1037251,$$ - $$$
d11804207,$
d5931841,$
d11736918,$
d5976544,$
d4310772,
d11926379,
d7123979,
d4767542,$
d2308767,
d10559391,$
d680373,
d12225731,$$ - $$$
d11932517,$
d5122157,
d5794830,$
d12904233,$
d12675077,
d8339622,
d13277645,$$$$
d12392454,$$ - $$$
d4769954,$$ - $$$
d8649864,$$ - $$$
d13319326,$$ - $$$
d1942829,$
d12111971,$
d4505547,
d9561577,
d6952894,
d1038880,$$ - $$$
d7242801,
d5978937,$$ - $$$
d8404550,$
d12491653,$$ - $$$
d7803394,
d10366215,$$ - $$$
d3964724,$$ - $$$
d5797293,$
d5487163,
d8743345,
d8674538,
d12869856,$$ - $$$
d8388746,$$ - $$$
d10080282,
d4973143,
d1045082,
d1044965,
d5615731,
d10674167,$
d1469128,$$ - $$$
d3842950,
d10502754,
d959242,
d5277941,
d1357259,
d1510052,
d7239650,$
d1947786,
d4830395,$
d5852715,
d4973558,$$ - $$$
d12205018,
d1346218,
d10460477,$
d4993564,$
d7817731,$
d5977446,$
d987821,
d5851561,$$ - $$$
d10146952,
d10790167,$
d11912222,
d10160278,$
d6028274,$
d12499888,$$ - $$$
d6029231,$
d1341778,
d11755169,
d4481417,$
d5791577,$$ - $$$
d8339895,$
d1554172,$
d7108756,$$ - $$$
d10470233,
d5267070,
d11719228,
d12030280,
d10480410,
d4047682,$
d7067813,$$ - $$$
d7221157,$$ - $$$
d13206805,$$ - $$$
d7967300,$
d5796087,$$ - $$$
d4475261,$$ - $$$
d11749495,
d1334194,
d10130579,
d5861993,
d5870675,$
d8042640,$$$$
d1108091,
d8655212,$$ - $$$
d5453970,$
d12849021,$$ - $$$
d2334491,
d12621189,$
d3388054,$
d9997492,
d8277409,
d12669152,
d11868538,$
d1929156,$
d6891988,
d10619213,
d12870450,$$ - $$$
d11576175,$
d8660868,
d12598441,$
d11807276,$$ - $$$
d12407258,
d11910436,$$ - $$$
d10046339,$
d9557562,
d5615896,
d2002660,$$ - $$$
d10777709,$$ - $$$
d786628,
d7039171,
d8450076,$$ - $$$
d11806770,
d12232818,
d8003998,
d991442,$$ - $$$
d10313674,$$ - $$$
d9561390,
d13125259,$
d1098661,
d5808636,$
d12473177,$$ - $$$
d1356816,
d12338007,
d7913079,
d5423584,$
d5959841,
d6716165,$
d3674189,
d5489560,$
d795727,$$ - $$$
d12153724,
d3501681,
d5531130,
d1343107,
d13223572,$$ - $$$
d5106733,
d12634665,
d10719517,$
d901440,
d5520254,
d4276521,$
d8338548,
d4436471,
d1233812,
d13207408,$
d12652784,$
d10430060,
d6692315,$
d12976595,$$ - $$$
d1153485,
d9567436,$
d4232505,
d1950750,
d7312557,$$ - $$$
d4299714,$$ - $$$
d12404808,$$ - $$$
d8417517,$
d4769802,
d7332272,$$ - $$$
d12509173,
d3589001,
d7124161,$
d10243055,
d2148699,
d7260101,
d6583019,
d2251800,
d6751368,$$ - $$$
d4582835,
d9743533,
d10028664,
d798196,$$ - $$$
d12816981,
d7799141,
d7341981,
d7809325,$
d9764067,
d5954945,$$ - $$$
d11492257,
d695163,
d10092147,
d12627620,$$ - $$$
d5080710,
d5819256,$$ - $$$
d5414990,
d3510196,
d12434171,
d4881540,
d7720852,
d8630276,
d5616795,$$ - $$$
d7123546,
d7047212,$$ - $$$
d9769580,$$ - $$$
d5821550,$$ - $$$
d8619640,$$ - $$$
d7123669,
d5122793,
d8691153,$$$$
d12741904,
d13173474,
d5413031,
d5529008,
d8118512,$
d3419895,
d807021,$$ - $$$
d2169771,
d5608996,
d2530079,
d6554790,
d6206432,
d6679788,$$ - $$$
d8571953,$
d12902103,
d8728367,
d8067290,$$ - $$$
d6475520,
d3803879,$
d11836331,$$ - $$$
d12834138,$
d10307812,$
d11795126,
d4552188,$
d3781178,$$ - $$$
d991375,$$ - $$$
d5858009,$
d6733368,
d8744872,$$ - $$$
d11932585,$
d11809428,$$ - $$$
d1381576,$$ - $$$
d10399934,$
d12532065,$$ - $$$
d8368867,$
d10052157,$$ - $$$
d1931634,$$ - $$$
d10726475,
d959108,$
d5223501,$$ - $$$
d5002440,$$ - $$$
d8097661,
d7342591,$
d7118895,$
d8364509,$
d5667613,
d12869417,$$ - $$$
d7238600,
d6561685,
d3611011,
d5821852,$
d10347609,$$ - $$$
d5447664,
d4587126,$
d1084439,$
d11694263,
d7303096,$
d10716016,
d12595441,$$ - $$$
d5513637,
d8364465,
d6642647,
d12207736,$$ - $$$
d990918,
d8731861,$$ - $$$
d3906810,
d8041059,$
d4795020,
d13276866,$$ - $$$
d12367370,$
d10691557,$$ - $$$
d7271995,
d5796104,
d10039638,
d6618795,
d12698126,$
d4339505,$
d1341218,
d7204993,
d2256985,
d1932484,
d2078264,
d3617092,
d12320944,
d11961398,
d7369403,
d8317788,
d8575105,
d3422053,$$ - $$$
d10166642,
d8083604,$$ - $$$
d1359196,
d6522665,
d2650467,$$ - $$$
d8644035,$
d10632919,
d10214662,
d8338298,
d5799620,$$ - $$$
